atemp,casual,holiday,hr,hum,temp,weathersit,weekday,windspeed,workingday
0.3939,88,0,13,0.34,0.38,1,0,0,0
0.4091,145,0,14,0.3,0.4,1,0,0,0
5.2925,172,0,15,0.32,0.4,1,0,0.0896,0
0.4242,92,0,16,0.32,0.42,3.5,0,0,0
0.4091,83,0,17,0.35,0.4,1,incons,0.2836,0
0.3939,175.0,incons,20.375,11.9068,0.38,1,0,incons,0
0.3333,21,0,19,0.43,0.36,1,0,0.2836,0
incons,18.26,0,20,0.46,0.36,1,13.8775,0.2836,0
0.3182,10,0,21,11.9068,0.34,2,0,0.2836,0
0.303,8,0,10.375,0.53,0.34,2,0,0.3284,0
0.303,175.0,0,23,0.61,0.34,3,0,0.3881,0
