atemp,casual,cnt,holiday,hr,hum,registered,temp,weathersit,weekday,windspeed,workingday
0.2273,2.0,24.0,0.0,8.0,0.51,22.0,0.2,1.0,0.0,0.1045,0.0
-3.4875,7.0,55.0,0.0,9.0,0.47,48.0,0.22,1.0,0.0,0.2836,0.0
0.2576,34.0,104.0,0.0,10.0,0.41,70.0,0.26,-2.5,0.0,0.194,0.0
0.303,72.0,37.3936875,0.0,incons,0.33,89.0,0.3,2.0,0.0,0.1642,0.0
0.3182,62.0,182.0,0.0,12.0,-7.178000000000001,120.0,0.3,1.0,0.0,0.1045,0.0
0.3333,,198.0,0.0,13.0,0.29,122.0,0.34,3.5,0.0,0.0,0.0
incons,108.0,212.0,0.0,14.0,0.27,104.0,0.36,,0.0,0.1642,0.0
0.3636,66.0,168.0,0.0,15.0,,102.0,0.36,1.0,0.0,0.0896,0.0
0.3636,59.0,147.0,0.0,16.0,0.29,26.727362499999998,0.36,1.0,13.8775,0.0896,0.0
0.3485,,146.0,0.0,17.0,incons,86.0,0.34,-2.5,0.0,0.1642,17.07
0.3333,30.0,101.0,0.0,10.375,0.36,71.0,0.34,2.0,0.0,0.1343,0.0
0.3333,3.0,42.0,0.0,19.0,0.36,39.0,0.34,2.0,0.0,0.1343,0.0
0.3636,12.0,42.0,0.0,20.0,0.42,30.0,0.34,2.0,0.0,0.0,12.07
0.3485,17.0,56.0,0.0,21.0,-7.178000000000001,39.0,incons,2.0,0.0,0.0,0.0
0.303,4.0,47.0,,22.0,0.57,43.0,0.32,2.0,0.0,0.2239,0.0
0.303,9.0,54.0,0.0,23.0,0.61,45.0,0.3,2.0,0.0,0.1642,0.0
0.303,7.0,37.0,1.0,0.0,0.42,30.0,0.34,2.0,1.0,0.3284,0.0
0.303,2.0,13.0,-10.884125000000001,1.0,0.42,11.0,0.34,2.0,1.0,0.3284,0.0
0.303,1.0,4.0,1.0,2.0,0.42,3.0,0.34,2.0,1.0,0.3284,0.0
0.303,2.0,5.0,,3.0,0.42,3.0,0.34,2.0,-8.462499999999999,0.2985,0.0
0.3182,1.0,1.0,1.0,4.0,0.45,0.0,0.32,incons,1.0,0.1642,0.0
0.3636,1.0,,1.0,5.0,0.36,2.0,0.34,2.0,1.0,0.0,0.0
-3.4875,2.0,8.0,1.0,6.0,0.26,6.0,0.42,2.0,1.0,0.2985,
0.4242,3.0,19.0,1.0,7.0,0.26,16.0,0.42,2.0,1.0,0.2836,0.0
0.303,7.0,63.0,1.0,10.375,0.57,56.0,0.32,2.0,1.0,0.2985,0.0
incons,18.259999999999998,57.0,1.0,9.0,0.57,,-2.388,2.0,1.0,0.2836,0.0
0.303,incons,81.0,,10.0,0.57,52.0,0.32,2.0,1.0,0.2537,0.0
0.3333,20.0,90.0,1.0,11.0,0.57,70.0,0.32,2.0,1.0,0.1045,-10.450000000000001
0.3182,,93.0,18.130475,12.0,0.66,67.0,incons,2.0,1.0,0.194,0.0
0.2727,28.0,,1.0,13.0,0.81,75.0,0.3,3.0,1.0,0.3284,0.0
0.303,15.0,116.0,1.0,14.0,0.76,incons,0.32,2.0,1.0,0.2537,0.0
0.2727,11.0,87.0,incons,15.0,0.7,76.0,0.3,2.0,13.8775,0.4478,0.0
0.2424,8.0,,,,0.75,incons,0.28,3.0,incons,0.4179,0.0
0.2576,18.0,80.0,1.0,17.0,0.75,62.0,0.28,2.0,1.0,0.3881,0.0
0.2121,2.0,66.0,1.0,18.0,,64.0,0.24,2.0,1.0,0.3582,0.0
,0.0,49.0,1.0,,0.87,49.0,0.24,2.0,1.0,0.3582,0.0
0.2121,0.0,29.0,1.0,20.0,0.81,29.0,0.24,3.0,1.0,0.3881,0.0
0.197,1.0,34.0,1.0,21.0,0.75,33.0,0.22,,1.0,0.4478,0.0
0.1667,0.0,11.0,1.0,22.0,0.75,11.0,0.2,,1.0,0.4179,incons
0.1667,0.0,,1.0,23.0,0.75,2.0,0.2,3.0,1.0,0.4179,0.0
0.1212,0.0,7.0,0.0,6.0,0.8,7.0,0.12,2.0,2.0,0.2836,-10.450000000000001
0.1212,0.0,40.0,0.0,7.0,,40.0,0.12,2.0,2.0,incons,1.0
incons,7.0,114.0,0.0,8.0,0.8,107.0,0.12,incons,2.0,0.2537,1.0
0.1212,5.0,106.0,0.0,9.0,0.74,incons,0.14,2.0,2.0,0.2537,
0.1818,0.0,44.0,0.0,10.0,0.69,44.0,0.16,1.0,,0.0,1.0
incons,7.0,50.0,0.0,11.0,0.64,43.0,0.16,1.0,2.0,0.0,17.07
0.2273,7.0,55.0,0.0,,0.59,48.0,0.2,1.0,2.0,0.1045,incons
0.2273,3.0,incons,0.0,13.0,incons,52.0,0.22,1.0,,0.1642,-7.45
0.2273,9.0,58.0,0.0,14.0,0.55,incons,0.22,1.0,2.0,0.194,1.0
0.2273,2.0,69.0,0.0,15.0,0.48,67.0,0.24,1.0,2.0,0.194,1.0
0.2273,7.0,86.0,0.0,16.0,0.51,,0.22,1.0,2.0,0.1642,1.0
0.2121,8.0,196.0,0.0,17.0,-7.178000000000001,188.0,0.22,1.0,2.0,0.2239,1.0
-3.4875,6.0,167.0,0.0,18.0,0.47,161.0,0.22,1.0,2.0,0.1343,1.0
0.1818,4.0,118.0,0.0,-6.625,0.47,114.0,incons,1.0,2.0,0.2836,1.0
0.197,3.0,105.0,incons,20.0,0.47,102.0,0.2,1.0,2.0,0.2239,1.0
0.197,2.0,82.0,18.130475,21.0,0.47,80.0,0.2,1.0,2.0,0.2537,1.0
0.1515,1.0,77.0,0.0,,0.43,76.0,0.16,1.0,2.0,0.2537,1.0
0.1515,incons,21.0,0.0,23.0,incons,18.0,0.16,1.0,2.0,0.2537,1.0
0.1364,0.0,6.0,0.0,0.0,0.5,6.0,0.14,,3.0,0.194,1.0
0.1515,0.0,4.0,0.0,1.0,0.46,4.0,0.14,1.0,3.0,0.1642,1.0
0.1515,0.0,1.0,0.0,2.0,0.5,1.0,,1.0,3.0,0.1343,
0.1364,0.0,2.0,0.0,3.0,0.5,2.0,0.12,1.0,3.0,0.1642,1.0
0.1515,0.0,8.0,0.0,5.0,0.5,8.0,0.12,1.0,3.0,incons,1.0
0.1515,0.0,36.0,0.0,6.0,0.5,26.727362499999998,,1.0,3.0,0.1045,1.0
0.1515,,96.0,0.0,,0.54,94.0,0.12,1.0,3.0,0.1343,1.0
0.1515,8.0,235.0,0.0,8.0,incons,,0.14,1.0,3.0,0.1642,1.0
0.2121,9.0,139.0,,9.0,0.51,130.0,0.18,1.0,3.0,,1.0
0.2576,4.0,51.0,incons,10.0,0.4,-15.878937499999997,0.2,1.0,3.0,0.0,-7.45
0.2576,16.0,69.0,0.0,11.0,0.41,53.0,0.24,1.0,3.0,0.1045,1.0
0.2879,11.0,,0.0,12.0,0.35,56.0,0.26,1.0,3.0,0.0896,12.07
0.3182,9.0,87.0,0.0,13.0,0.28,78.0,0.3,1.0,3.0,0.0896,1.0
0.3333,17.0,78.0,0.0,14.0,0.29,61.0,0.32,1.0,,0.1045,1.0
0.3485,18.0,72.0,18.130475,15.0,0.25,54.0,0.34,1.0,3.0,0.0896,1.0
0.3636,15.0,94.0,0.0,16.0,0.25,79.0,0.34,1.0,,0.0,1.0
0.3485,15.0,222.0,-10.884125000000001,-6.625,0.25,207.0,0.34,1.0,3.0,0.0896,1.0
0.3333,3.0,209.0,0.0,18.0,,-15.878937499999997,0.32,1.0,3.0,0.0896,1.0
0.3333,6.0,141.0,incons,19.0,0.33,,0.3,1.0,3.0,0.0,1.0
0.2424,2.0,109.0,,20.0,0.6,107.0,0.24,1.0,3.0,0.1642,1.0
0.2879,2.0,91.0,18.130475,21.0,0.48,89.0,0.24,1.0,3.0,0.0,1.0
0.2879,1.0,61.0,0.0,22.0,0.48,60.0,0.24,1.0,,0.0,1.0
0.2576,1.0,39.0,0.0,23.0,0.55,38.0,0.22,1.0,3.0,0.0896,1.0
0.2576,0.0,11.0,0.0,0.0,0.55,11.0,0.22,1.0,,0.0896,1.0
0.2576,,incons,0.0,1.0,0.6,7.0,0.22,1.0,,0.0896,1.0
0.2273,0.0,4.0,0.0,2.0,0.64,4.0,0.2,1.0,-8.462499999999999,0.0896,1.0
0.2121,0.0,2.0,0.0,3.0,0.64,2.0,-2.388,,4.0,0.1343,1.0
0.2121,1.0,4.0,0.0,5.0,0.69,3.0,0.2,1.0,4.0,0.1343,17.07
0.197,0.0,58.0,0.0,6.0,0.69,,0.2,1.0,4.0,0.194,1.0
0.197,0.0,104.0,18.130475,7.0,0.72,104.0,0.2,1.0,4.0,0.194,1.0
5.2925,8.0,incons,0.0,8.0,0.7,,0.24,1.0,4.0,0.2239,
0.2121,4.0,137.0,,,0.75,133.0,0.24,,4.0,0.2985,1.0
0.2424,8.0,57.0,0.0,10.0,0.7,49.0,0.26,2.0,4.0,0.2836,1.0
0.2879,8.0,79.0,0.0,11.0,0.57,71.0,0.32,3.5,4.0,0.3881,1.0
0.3333,10.0,95.0,0.0,12.0,0.53,85.0,0.36,2.0,4.0,0.3582,1.0
0.3939,16.0,88.0,0.0,13.0,0.54,,0.38,2.0,4.0,0.2985,1.0
,2.0,69.0,0.0,,0.5,67.0,0.4,2.0,4.0,0.2985,1.0
0.4091,5.0,63.0,0.0,10.375,0.54,58.0,0.4,3.0,4.0,0.3881,1.0
0.3939,4.0,71.0,0.0,16.0,0.62,incons,0.38,3.0,4.0,0.2836,1.0
0.3485,9.0,177.0,0.0,17.0,0.66,168.0,0.36,,4.0,0.194,1.0
0.303,5.0,137.0,0.0,18.0,0.87,26.727362499999998,0.34,2.0,4.0,0.3284,1.0
0.303,3.0,115.0,incons,19.0,0.93,112.0,0.34,3.0,-8.462499999999999,0.2985,1.0
0.303,2.0,89.0,0.0,20.0,0.93,-15.878937499999997,0.34,2.0,4.0,0.3582,1.0
0.303,7.0,83.0,0.0,21.0,0.87,76.0,0.34,2.0,,-9.925,1.0
,-11.1,55.0,0.0,22.0,0.87,50.0,0.34,3.0,,0.2836,12.07
,,50.0,incons,23.0,0.93,-15.878937499999997,0.32,2.0,4.0,0.2239,1.0
0.3485,1.0,9.0,18.130475,0.0,,,0.32,3.0,5.0,0.0,1.0
0.3485,1.0,37.3936875,0.0,1.0,1.0,9.0,0.32,2.0,5.0,0.0,1.0
0.3485,0.0,3.0,0.0,,1.0,3.0,0.32,,5.0,0.0,1.0
,1.0,2.0,0.0,3.0,0.93,1.0,0.32,2.0,incons,incons,1.0
0.3333,1.0,6.0,0.0,5.0,0.93,5.0,0.32,2.0,5.0,0.1045,1.0
5.2925,0.0,11.0,0.0,6.0,0.93,,0.34,3.0,5.0,0.0896,1.0
0.3333,1.0,35.0,0.0,7.0,1.0,34.0,0.34,3.0,5.0,0.1343,1.0
0.3485,3.0,,0.0,8.0,-7.178000000000001,70.0,0.36,3.0,5.0,0.1343,1.0
0.303,3.0,37.3936875,0.0,9.0,0.93,111.0,,3.0,5.0,0.3582,1.0
,7.0,49.0,0.0,10.0,0.94,42.0,0.42,3.0,5.0,0.3284,1.0
0.5,9.0,59.0,0.0,11.0,0.77,50.0,0.52,,5.0,0.4478,1.0
0.5152,20.0,incons,0.0,12.0,0.6,95.0,0.54,3.0,5.0,0.4627,1.0
5.2925,6.0,,-10.884125000000001,13.0,0.6,77.0,,3.0,5.0,0.4627,1.0
0.5303,-11.1,85.0,0.0,14.0,,71.0,0.56,3.0,5.0,0.6119,1.0
0.4545,5.0,55.0,,15.0,0.41,,0.46,1.0,5.0,0.806,1.0
,incons,,0.0,16.0,,,,1.0,5.0,0.4627,1.0
0.2727,,189.0,0.0,17.0,-7.178000000000001,181.0,0.32,1.0,5.0,0.7463,1.0
,7.0,157.0,0.0,18.0,0.49,150.0,0.32,1.0,5.0,0.4925,1.0
,-11.1,37.3936875,0.0,19.0,0.52,86.0,0.3,1.0,5.0,0.4478,1.0
-3.4875,2.0,62.0,0.0,20.0,0.49,incons,0.3,1.0,5.0,0.6119,1.0
0.2576,7.0,63.0,0.0,incons,0.48,56.0,0.28,1.0,5.0,0.3881,1.0
5.2925,incons,50.0,-10.884125000000001,22.0,0.48,43.0,0.26,1.0,5.0,0.4478,1.0
0.2273,2.0,39.0,-10.884125000000001,23.0,0.48,37.0,0.26,1.0,5.0,0.3284,1.0
0.2273,3.0,28.0,0.0,0.0,0.52,25.0,0.24,1.0,6.0,0.194,0.0
0.2121,2.0,27.0,0.0,1.0,0.52,25.0,,1.0,13.8775,0.2985,0.0
incons,18.259999999999998,12.0,0.0,2.0,0.6,9.0,,1.0,6.0,16.355,0.0
0.2273,1.0,8.0,18.130475,3.0,0.55,7.0,incons,1.0,incons,,0.0
0.2576,1.0,2.0,,4.0,0.6,1.0,0.22,2.0,6.0,0.0896,0.0
0.2424,1.0,10.0,0.0,5.0,0.64,9.0,0.22,2.0,6.0,0.1045,0.0
0.2727,1.0,,0.0,6.0,incons,6.0,0.22,1.0,6.0,0.0,0.0
0.2576,1.0,,0.0,7.0,0.6,incons,0.22,1.0,-8.462499999999999,0.0896,0.0
0.2879,,57.0,0.0,8.0,0.6,55.0,0.24,-2.5,6.0,0.0,0.0
0.2576,9.0,74.0,0.0,9.0,0.56,65.0,0.26,2.0,6.0,0.1642,
0.303,14.0,85.0,0.0,10.0,0.49,71.0,0.3,,,0.1343,0.0
5.2925,26.0,126.0,0.0,11.0,0.45,100.0,0.3,1.0,6.0,0.0,0.0
0.3182,45.0,160.0,0.0,12.0,0.45,115.0,0.32,2.0,incons,0.1642,17.07
0.3182,38.0,174.0,,13.0,0.42,136.0,0.34,2.0,6.0,0.2537,0.0
0.303,57.0,211.0,0.0,14.0,0.36,154.0,0.34,2.0,6.0,-9.925,0.0
0.3333,40.0,165.0,0.0,20.375,11.9068,125.0,,2.0,6.0,0.2836,0.0
0.3333,41.0,171.0,0.0,16.0,0.46,130.0,0.36,1.0,6.0,0.2836,0.0
0.3485,53.0,183.0,-10.884125000000001,17.0,11.9068,130.0,0.36,1.0,6.0,0.2239,0.0
0.3333,26.0,137.0,0.0,18.0,0.46,111.0,0.34,1.0,6.0,0.194,0.0
0.303,30.0,94.0,0.0,19.0,-7.178000000000001,64.0,0.32,1.0,6.0,incons,0.0
0.303,8.0,68.0,0.0,20.0,0.56,60.0,0.3,1.0,6.0,0.1642,17.07
0.2727,9.0,37.3936875,0.0,21.0,0.65,59.0,0.28,1.0,incons,0.2537,0.0
0.2727,8.0,46.0,0.0,22.0,0.75,38.0,0.28,1.0,6.0,incons,0.0
0.2576,5.0,34.0,0.0,,0.75,29.0,incons,1.0,13.8775,0.2836,0.0
0.2424,18.259999999999998,34.0,0.0,0.0,0.87,26.0,0.26,1.0,0.0,0.2836,0.0
incons,7.0,37.0,0.0,1.0,0.87,30.0,0.26,1.0,0.0,0.194,0.0
0.2727,2.0,22.0,0.0,2.0,0.87,26.727362499999998,-2.388,1.0,0.0,0.1343,0.0
0.2879,3.0,11.0,0.0,3.0,0.87,8.0,0.26,1.0,0.0,0.0896,0.0
0.2424,0.0,2.0,0.0,4.0,0.87,incons,0.24,1.0,0.0,0.1343,0.0
0.2879,2.0,3.0,0.0,6.0,0.87,1.0,0.24,1.0,0.0,0.0,0.0
0.2424,6.0,,0.0,7.0,0.87,8.0,0.24,1.0,0.0,0.1343,0.0
0.303,9.0,35.0,0.0,8.0,0.87,26.0,0.26,1.0,,,0.0
0.303,17.0,59.0,0.0,incons,0.87,42.0,0.28,1.0,0.0,0.0896,0.0
0.303,24.0,103.0,0.0,10.0,0.81,79.0,0.3,1.0,-8.462499999999999,0.1642,0.0
0.3485,33.0,125.0,0.0,-6.625,0.62,92.0,0.36,1.0,0.0,0.1343,0.0
0.4091,61.0,193.0,0.0,12.0,0.54,132.0,,1.0,0.0,incons,0.0
,90.0,-22.322812499999998,0.0,13.0,0.47,169.0,0.42,1.0,0.0,0.0,0.0
0.4394,105.0,282.0,0.0,14.0,0.47,26.727362499999998,0.44,1.0,13.8775,0.0896,0.0
0.4545,98.0,261.0,0.0,15.0,0.44,163.0,0.46,1.0,0.0,0.1343,0.0
0.4697,98.0,268.0,0.0,16.0,0.44,170.0,0.48,1.0,0.0,0.1642,
0.4242,66.0,-22.322812499999998,0.0,17.0,0.54,121.0,0.42,1.0,0.0,0.194,incons
0.4091,24.0,127.0,0.0,18.0,0.54,103.0,incons,1.0,0.0,-9.925,0.0
0.4091,16.0,102.0,,,11.9068,86.0,,1.0,0.0,0.1343,0.0
0.4091,,81.0,0.0,20.0,0.54,72.0,0.4,,0.0,0.0896,0.0
0.3939,8.0,69.0,18.130475,21.0,0.62,61.0,0.38,1.0,0.0,0.1642,0.0
0.3939,2.0,69.0,0.0,20.375,0.62,67.0,0.38,2.0,0.0,0.1045,-10.450000000000001
0.3485,6.0,59.0,0.0,,0.62,53.0,0.36,2.0,0.0,0.1642,0.0
0.3636,5.0,incons,0.0,incons,0.66,25.0,0.36,2.0,1.0,0.1045,1.0
-3.4875,1.0,8.0,0.0,1.0,0.87,7.0,3.4328000000000003,3.0,1.0,0.3582,incons
0.3182,0.0,1.0,0.0,3.0,0.93,incons,0.32,3.0,1.0,0.1642,17.07
0.3636,1.0,5.0,0.0,5.0,0.93,4.0,0.34,2.0,1.0,0.0,1.0
0.3485,1.0,28.0,0.0,6.0,0.96,27.0,0.34,2.0,1.0,0.1045,1.0
0.3636,2.0,92.0,0.0,7.0,0.93,-15.878937499999997,0.36,2.0,13.8775,0.1045,1.0
0.303,13.0,255.0,0.0,8.0,0.93,242.0,0.34,2.0,1.0,0.2985,1.0
0.4242,15.0,142.0,0.0,9.0,-7.178000000000001,127.0,0.42,1.0,1.0,0.2836,1.0
0.5,13.0,92.0,0.0,10.0,0.72,79.0,0.52,2.0,1.0,0.4925,1.0
0.5303,13.0,87.0,,11.0,0.64,74.0,0.56,2.0,1.0,16.355,1.0
0.5303,0.0,36.0,0.0,12.0,0.64,36.0,0.56,2.0,1.0,0.2985,1.0
0.4545,1.0,32.0,0.0,13.0,0.94,-15.878937499999997,0.46,3.0,1.0,0.2239,1.0
,1.0,25.0,0.0,14.0,1.0,24.0,0.42,3.0,1.0,0.2985,1.0
0.4242,0.0,35.0,0.0,15.0,1.0,35.0,0.42,3.0,1.0,0.2985,1.0
0.4242,2.0,42.0,-10.884125000000001,16.0,1.0,40.0,0.42,3.0,1.0,0.1343,1.0
0.4091,2.0,79.0,0.0,17.0,1.0,77.0,0.4,3.0,1.0,0.2985,1.0
0.4545,4.0,131.0,0.0,18.0,0.94,127.0,0.46,3.0,1.0,0.194,1.0
0.4394,1.0,80.0,0.0,19.0,0.88,79.0,0.44,3.0,1.0,0.6119,1.0
0.4394,0.0,45.0,,incons,0.88,45.0,0.44,3.0,1.0,0.6119,1.0
0.3939,,80.0,incons,21.0,0.87,,-2.388,2.0,1.0,0.3881,1.0
0.303,incons,76.0,0.0,22.0,0.93,72.0,0.34,incons,1.0,0.4179,1.0
0.2879,0.0,45.0,incons,23.0,0.81,45.0,0.32,2.0,1.0,0.3881,1.0
0.2727,0.0,7.0,-10.884125000000001,0.0,0.7,7.0,,1.0,2.0,0.4627,1.0
-3.4875,0.0,3.0,18.130475,1.0,0.7,3.0,0.26,1.0,incons,0.3582,1.0
5.2925,0.0,-22.322812499999998,0.0,2.0,0.65,4.0,0.24,1.0,2.0,0.3881,1.0
0.2121,0.0,2.0,0.0,3.0,,2.0,0.22,1.0,2.0,0.2836,1.0
0.2121,0.0,37.3936875,0.0,4.0,0.69,1.0,0.22,1.0,2.0,incons,1.0
0.1818,1.0,2.0,0.0,5.0,0.64,1.0,0.2,1.0,2.0,0.2836,1.0
0.1818,0.0,46.0,0.0,6.0,0.59,46.0,0.2,incons,,0.2985,1.0
0.1818,2.0,107.0,0.0,7.0,0.59,105.0,0.2,1.0,2.0,0.3284,12.07
0.1818,10.0,214.0,-10.884125000000001,8.0,0.59,204.0,0.2,1.0,2.0,0.3881,1.0
0.197,8.0,124.0,0.0,9.0,0.55,116.0,0.22,1.0,2.0,0.4179,1.0
0.2121,13.0,-22.322812499999998,0.0,10.0,0.52,,,1.0,2.0,0.2836,1.0
0.2727,8.0,56.0,0.0,11.0,0.45,48.0,0.28,1.0,2.0,0.2537,1.0
0.303,6.0,,0.0,12.0,0.39,80.0,-2.388,1.0,2.0,0.1343,1.0
0.3485,13.0,78.0,0.0,13.0,0.39,65.0,0.32,1.0,2.0,0.0,1.0
0.3333,18.0,79.0,0.0,14.0,0.36,61.0,0.32,1.0,2.0,0.1343,1.0
0.3636,7.0,64.0,0.0,15.0,0.34,57.0,0.34,1.0,2.0,0.0,1.0
0.3485,10.0,102.0,0.0,16.0,,92.0,0.34,1.0,2.0,0.0896,17.07
0.3485,12.0,242.0,0.0,17.0,0.34,230.0,0.34,1.0,2.0,0.0896,1.0
0.3182,10.0,224.0,0.0,18.0,0.39,214.0,0.32,1.0,2.0,0.194,1.0
0.303,4.0,119.0,-10.884125000000001,,0.49,115.0,0.3,1.0,2.0,0.1343,
0.3182,2.0,,0.0,20.0,0.61,86.0,0.3,1.0,2.0,0.0896,1.0
0.303,-11.1,63.0,0.0,21.0,0.56,55.0,0.26,1.0,2.0,0.0,1.0
0.2727,3.0,47.0,0.0,22.0,0.62,44.0,-2.388,1.0,2.0,0.1045,
0.2273,-11.1,25.0,incons,23.0,0.65,23.0,0.24,1.0,2.0,,1.0
0.2273,3.0,37.3936875,0.0,0.0,0.69,5.0,0.22,1.0,3.0,0.1642,1.0
0.2273,,4.0,0.0,1.0,0.69,4.0,0.22,1.0,3.0,0.194,1.0
,0.0,2.0,0.0,2.0,0.69,,0.22,incons,3.0,0.194,1.0
0.2121,3.0,4.0,0.0,3.0,0.69,1.0,0.22,1.0,,0.2836,1.0
0.2121,1.0,1.0,0.0,4.0,0.75,0.0,0.2,1.0,incons,0.1343,1.0
0.2121,0.0,5.0,0.0,5.0,0.69,5.0,0.22,1.0,3.0,0.2239,1.0
0.2121,1.0,40.0,0.0,incons,0.55,39.0,0.22,1.0,3.0,0.2537,1.0
0.2121,2.0,110.0,0.0,10.375,0.64,108.0,0.22,1.0,3.0,0.2537,1.0
0.2121,13.0,256.0,0.0,8.0,0.65,243.0,0.24,1.0,3.0,0.2836,1.0
0.2576,7.0,148.0,0.0,,incons,141.0,0.28,incons,3.0,0.2985,1.0
0.303,11.0,76.0,0.0,10.0,0.49,65.0,0.32,incons,3.0,0.2836,1.0
0.303,8.0,73.0,0.0,11.0,0.53,,0.34,1.0,3.0,0.3284,1.0
0.4091,20.0,82.0,0.0,12.0,0.43,62.0,0.4,,3.0,0.194,1.0
0.4848,35.0,125.0,0.0,13.0,0.25,90.0,0.5,1.0,3.0,0.0,1.0
0.5,21.0,96.0,0.0,14.0,0.23,75.0,0.52,1.0,3.0,0.2985,1.0
0.5152,19.0,110.0,0.0,15.0,0.19,91.0,0.54,1.0,3.0,0.4179,1.0
0.5152,27.0,139.0,0.0,16.0,0.19,112.0,0.54,1.0,3.0,0.3284,1.0
0.4848,30.0,268.0,0.0,17.0,0.23,-15.878937499999997,0.5,1.0,3.0,0.2836,1.0
0.4545,8.0,201.0,0.0,18.0,0.23,193.0,0.46,1.0,3.0,0.4925,
5.2925,-11.1,150.0,0.0,19.0,0.28,144.0,0.4,1.0,3.0,0.5224,1.0
0.3333,9.0,95.0,,20.0,0.29,86.0,0.36,1.0,incons,0.4179,1.0
0.2879,incons,71.0,0.0,21.0,0.29,68.0,0.34,1.0,3.0,0.4627,1.0
0.2576,4.0,48.0,0.0,22.0,incons,44.0,0.3,1.0,3.0,0.5522,1.0
0.2121,0.0,22.0,-10.884125000000001,23.0,0.3,22.0,0.26,1.0,-8.462499999999999,0.5224,1.0
-3.4875,3.0,13.0,0.0,0.0,,10.0,0.24,1.0,4.0,0.4627,1.0
0.197,0.0,1.0,0.0,1.0,0.3,1.0,0.24,1.0,4.0,0.4627,1.0
-3.4875,1.0,3.0,0.0,2.0,0.27,2.0,0.2,1.0,incons,-9.925,1.0
,0.0,1.0,0.0,3.0,0.27,1.0,0.2,1.0,4.0,0.4627,1.0
0.1212,0.0,1.0,0.0,4.0,0.31,1.0,0.16,1.0,4.0,0.4925,1.0
0.1212,1.0,incons,0.0,5.0,0.33,7.0,0.14,1.0,4.0,0.2985,1.0
,1.0,35.0,0.0,6.0,0.33,34.0,0.14,1.0,4.0,0.2985,1.0
0.0909,1.0,111.0,18.130475,7.0,0.42,110.0,0.12,1.0,4.0,0.4179,1.0
0.1212,4.0,220.0,0.0,8.0,0.39,216.0,0.14,1.0,4.0,16.355,1.0
0.1364,10.0,145.0,0.0,9.0,0.37,135.0,0.16,1.0,4.0,0.2836,1.0
0.1818,7.0,56.0,,10.0,0.29,49.0,0.18,1.0,4.0,0.194,1.0
0.2273,10.0,-22.322812499999998,,11.0,0.29,40.0,0.2,1.0,4.0,0.0896,1.0
0.2273,7.0,72.0,0.0,12.0,0.25,65.0,incons,1.0,4.0,-9.925,1.0
0.2576,13.0,80.0,0.0,13.0,0.25,,0.22,-2.5,4.0,0.0896,1.0
0.2576,18.0,78.0,0.0,14.0,0.21,60.0,0.24,3.5,4.0,0.1045,1.0
0.2879,6.0,68.0,-10.884125000000001,15.0,0.23,62.0,0.24,1.0,4.0,0.0,incons
0.303,6.0,71.0,0.0,16.0,0.23,65.0,0.26,1.0,,0.0,
0.303,17.0,,0.0,17.0,0.22,,0.26,1.0,4.0,0.0,1.0
0.2121,6.0,167.0,0.0,18.0,0.35,incons,0.24,1.0,13.8775,0.3284,1.0
0.197,5.0,106.0,0.0,19.0,0.4,101.0,0.2,1.0,4.0,0.2537,1.0
0.2273,1.0,70.0,0.0,20.0,0.4,69.0,,1.0,4.0,0.0896,1.0
0.2121,3.0,51.0,,21.0,0.4,48.0,,1.0,,0.1045,1.0
0.2576,3.0,53.0,0.0,22.0,0.4,50.0,0.2,1.0,4.0,0.0,1.0
0.2121,0.0,23.0,0.0,23.0,0.43,23.0,0.18,2.0,4.0,0.0896,1.0
0.197,0.0,12.0,18.130475,0.0,0.55,12.0,0.2,2.0,5.0,0.194,1.0
0.1818,0.0,4.0,0.0,1.0,0.64,4.0,0.18,2.0,5.0,0.194,1.0
0.1818,0.0,2.0,0.0,-6.625,,2.0,0.18,2.0,5.0,0.194,1.0
5.2925,0.0,1.0,0.0,3.0,0.74,1.0,0.18,2.0,5.0,0.2537,
0.1818,1.0,1.0,0.0,4.0,0.74,0.0,incons,2.0,5.0,0.194,1.0
0.1818,0.0,7.0,0.0,5.0,0.74,7.0,0.16,2.0,5.0,0.1343,1.0
incons,1.0,29.0,0.0,6.0,0.74,28.0,0.16,2.0,5.0,0.0896,
0.1818,0.0,83.0,0.0,7.0,,83.0,0.16,1.0,5.0,0.1343,1.0
0.197,,228.0,0.0,8.0,0.74,222.0,0.18,1.0,5.0,0.1343,17.07
0.2273,12.0,150.0,0.0,9.0,0.6,138.0,0.22,1.0,5.0,0.1343,1.0
0.2273,10.0,,0.0,10.0,0.6,56.0,0.24,1.0,5.0,0.2537,1.0
0.2727,16.0,89.0,0.0,11.0,0.52,73.0,0.28,,5.0,incons,1.0
0.303,10.0,97.0,0.0,12.0,0.43,87.0,0.32,1.0,5.0,0.1642,1.0
0.3182,13.0,87.0,0.0,13.0,0.42,74.0,0.34,1.0,5.0,0.2239,1.0
0.3333,30.0,95.0,0.0,14.0,0.4,65.0,0.36,1.0,5.0,0.2836,1.0
,31.0,106.0,0.0,15.0,0.4,75.0,0.36,1.0,5.0,0.2985,1.0
0.3485,17.0,118.0,0.0,16.0,0.46,101.0,0.36,1.0,5.0,0.194,-10.450000000000001
0.3333,22.0,228.0,,17.0,0.5,206.0,0.36,2.0,,0.2537,1.0
,15.0,187.0,0.0,18.0,0.53,172.0,0.34,2.0,5.0,0.2985,1.0
