hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
0,0,13.8775,1,1,0.26,0.2727,0.65,0.1045,4,7,11
1,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1
2,0,1,1,1,0.26,5.2925,0.65,0.0896,0,1,1
3,0,1,1,1,0.26,0.2727,0.65,0.1343,0,3,3
5,0,1,1,1,0.24,0.2424,0.7,0.1343,,8,8
6,0,1,1,1,0.26,0.2727,0.65,0.1343,1,27,28
incons,0,1,1,2,0.28,5.2925,0.61,0,4,,88
8,0,1,1,2,0.3,5.2925,0.56,0.1343,24,217,241
9,0,1,1,1,0.32,0.303,0.53,0.3284,13,127,140
10,0,1,12.07,1,0.34,0.3182,0.42,0.2537,-11.1,57,84
11,0,1,1,1,incons,0.3333,0.4,0.2537,26,45,71
12,0,1,1,1,0.38,0.3939,0.37,0,40,54,94
13,0,1,12.07,1,0.38,0.3939,0.36,0.3284,24,51,75
,0,1,1,2,incons,,0.34,0,27,52,79
15,0,1,17.07,1,0.38,0.3939,incons,0.1642,24,-15.8789375,101
16,0,1,1,1,0.4,0.4091,0.35,0.1045,27,80,107
17,0,1,1,3.5,0.38,5.2925,0.4,0.194,42,229,271
-6.625,0,1,1,1,0.36,0.3636,0.4,0.1045,25,210,235
19,incons,1,1,1,0.36,0.3485,0.43,0.1343,17,133,150
20,,1,-10.45,incons,0.34,0.3182,0.46,0.2239,23,106,129
21,0,1,1,1,0.34,0.3333,0.46,0.1343,5,58,63
22,0,1,1,1,0.32,0.3333,0.49,0.1045,4,43,47
23,0,1,1,1,0.32,0.3485,0.53,-9.925,incons,,19
0,0,2,1,1,0.32,0.3485,0.53,0,7,7,14
1,0,2,1,1,3.4328,0.303,,0.0896,4,6,10
2,0,,1,1,0.3,incons,0.62,0.0896,1,2,3
4,0,2,1,1,0.24,-3.4875,0.75,0.0896,1,1,2
5,0,2,,1,0.24,0.2273,0.75,0.194,0,11,11
6,0,2,1,-2.5,0.22,0.2273,,-9.925,18.26,32,35
7,0,2,1,1,0.24,0.2424,0.75,0.1642,10,109,incons
8,0,2,1,1,0.26,0.2879,0.7,0.0896,,259,282
9,0,2,1,2,0.3,0.3333,0.7,0,10,147,157
10,0,2,1,2,0.32,0.3182,,0.194,22,56,78
11,0,2,17.07,2,0.34,0.3182,0.57,0.2239,27,51,-22.3228125
12,0,2,1,2,0.36,0.3485,0.5,0.2239,32,70,102
13,0,2,1,2,0.36,0.3333,0.57,0.2836,23,74,97
14,0,2,17.07,2,0.38,0.3939,incons,0.2985,14,incons,88
15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90
16,0,2,-10.45,2,3.4328,0.3939,0.46,,21,93,114
17,0,2,1,2,incons,0.3485,0.62,0.194,incons,,
18,0,2,1,2,incons,0.3333,0.62,0.2985,18,207,225
19,incons,2,1,2,0.34,0.3182,0.71,0.2836,14,138,152
20,0,,1,2,-2.388,0.3182,0.71,0.2836,9,79,88
21,0,2,1,3.5,0.32,0.3333,0.81,0.1045,2,53,55
incons,0,2,1,2,0.32,0.3182,6.9068,0.1642,1,20,21
23,0,2,1,2,0.32,-3.4875,0.87,0.1642,1,17,18
0,0,3,1,3,0.3,0.2879,0.93,0.2537,0,26.7273625,-22.3228125
1,0,3,1,3,0.3,0.2727,1,0.2985,incons,2,incons
3,0,3,,2,0.28,-3.4875,incons,0.2239,1,2,
4,0,3,1,2,0.3,0.303,0.93,0.1642,0,-15.8789375,1
5,0,3,1,2,0.3,0.3182,0.93,0.1045,0,3,37.3936875
6,0,3,1,2,0.3,0.3182,0.93,0.1045,incons,30,31
7,0,3,1,2,0.3,0.2879,0.93,0.194,incons,101,111
8,0,,1,2,0.32,0.3182,11.9068,0,26,227,253
-6.625,0,incons,1,2,0.32,0.3333,0.93,0.1343,10,144,incons
10,0,3,1,2,incons,0.3485,0.81,0.1642,19,49,68
11,0,13.8775,1,incons,,0.3485,0.81,0.1343,13,,75
12,0,3,17.07,2,0.4,0.4091,0.71,0.1045,23,65,88
13,0,3,1,2,0.4,0.4091,0.76,0.1343,18,81,99
14,0,3,1,2,0.4,0.4091,0.76,0.2239,33,67,100
15,0,3,1,2,0.4,0.4091,,0.2537,22,79,101
16,0,3,,2,0.4,0.4091,0.76,0.1642,30,26.7273625,151
17,0,3,17.07,2,0.44,0.4394,0.54,0.2985,37,216,253
,0,3,1,2,0.44,0.4394,0.54,0.2239,,211,237
19,0,3,1,2,3.4328,0.4394,0.51,-9.925,18,150,168
20,0,incons,1,2,0.42,0.4242,0.54,0.2985,18.26,111,121
21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78
22,0,incons,1,2,0.4,0.4091,0.62,0.3881,11,48,59
23,0,3,1,1,,0.4091,incons,16.355,9,18,incons
0,0,4,1,incons,0.38,0.3939,0.66,0.2537,4,19,23
1,0,4,1,1,0.36,-3.4875,0.71,0.2239,1,-15.8789375,12
10.375,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8
3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,,2
incons,0,4,1,incons,0.34,5.2925,0.71,0.194,0,3,3
5,0,13.8775,1,1,0.32,0.3333,0.76,0.1045,0,13,13
6,0,4,1,1,0.32,0.3182,0.76,0.194,,incons,51
7,0,4,1,incons,0.32,incons,incons,0.1343,12,128,140
8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299
9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185
10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78
11,0,4,incons,1,0.44,0.4394,0.54,0.2836,20,66,86
12,0,4,1,1,0.5,,0.45,,24,81,105
13,0,4,1,2,0.52,0.5,0.42,0.0896,26,85,111
14,-10.884125,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119
15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125
16,0,4,1,1,0.5,0.4848,0.48,,34,108,142
17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313
18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310
19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207
20,0,4,1,1,,0.4242,0.67,0.2239,25,112,137
21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138
22,0,4,1,1,,0.4091,0.66,0.2239,17,70,87
23,0,4,1,,0.42,0.4242,0.62,,7,43,50
0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29
incons,0,5,1,-2.5,0.4,0.4091,,0.2537,4,12,16
,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14
3,0,13.8775,1,1,0.36,0.3485,0.71,0.194,1,4,5
5,0,5,1,-2.5,0.38,0.3939,0.66,0.1642,2,8,10
6,0,5,1,1,0.4,0.4091,0.66,0.194,incons,-15.8789375,36
7,0,5,-10.45,1,0.4,0.4091,0.66,0.194,11,112,123
8,0,5,1,1,0.42,incons,0.67,0.2537,24,,280
9,,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210
10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117
11,0,5,12.07,1,0.54,0.5152,-7.178,0.2836,-11.1,104,159
12,0,5,1,incons,0.56,,0.49,0.3582,72,123,-22.3228125
13,,5,1,1,0.64,0.6212,0.41,0.2836,57,118,37.3936875
14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,,174
15,0,5,1,-2.5,0.68,0.6364,incons,0.3582,62,111,
16,18.130475,5,1,,0.68,0.6364,0.39,0.2836,67,137,204
17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332
18,0,5,incons,1,incons,0.6364,0.39,0.1642,84,incons,331
19,0,5,1,1,incons,0.6212,0.44,-9.925,58,132,190
20,0,5,1,incons,0.62,0.6212,0.46,0.1343,46,103,149
21,0,5,1,-2.5,0.62,0.6212,0.46,,22,91,113
incons,0,5,1,1,0.62,0.6212,0.5,16.355,55,63,incons
10.375,0,5,1,2,0.6,0.6212,11.9068,incons,26,60,86
0,0,6,17.07,2,0.6,0.6212,0.53,-9.925,26,50,76
1,0,13.8775,,2,incons,0.5455,0.46,0.3582,16,35,51
2,0,6,,2,0.56,0.5303,0.43,0.2239,5,20,25
,0,incons,0,3.5,0.54,0.5152,0.39,0.3284,incons,7,8
incons,0,6,incons,1,0.52,0.5,-7.178,0.4179,1,2,3
5,0,6,0,1,-2.388,0.5,0.34,0.4179,0,2,2
,0,6,0,,0.44,0.4394,0.44,0.4179,,10,10
10.375,0,6,0,1,0.4,0.4091,,0.3284,4,9,13
8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,incons
9,0,13.8775,0,1,0.42,0.4242,0.44,0.4627,35,41,76
10,0,6,0,1,0.44,0.4394,0.38,-9.925,incons,85,140
11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196
10.375,18.130475,6,0,1,0.46,0.4545,0.33,0.4179,126,-15.8789375,267
13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301
14,0,,0,1,0.5,0.4848,0.31,0.4925,168,incons,312
15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313
16,0,6,0,1,3.4328,,0.31,0.3881,175,129,304
17,0,incons,-7.45,1,,0.4697,,0.3284,138,140,278
incons,0,6,0,1,0.46,0.4545,0.31,0.3284,92,26.7273625,217
19,0,incons,0,1,0.44,0.4394,0.33,,38,116,154
20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108
21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93
22,0,,0,3.5,0.4,0.4091,0.37,0.3284,27,45,72
20.375,0,6,0,1,incons,0.3939,0.4,0.2985,incons,37,50
0,0,0,0,incons,0.34,0.303,0.49,0.4179,7,33,incons
1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24
2,0,0,0,1,0.3,0.2879,,0.2836,6,24,30
3,0,-8.4625,0,3.5,0.28,0.2727,0.56,0.2537,1,11,12
4,0,0,0,1,0.26,0.2576,0.56,0.2239,2,1,3
5,-10.884125,incons,0,1,0.26,0.2576,0.6,0.194,3,6,9
6,18.130475,0,12.07,1,0.26,0.2576,0.6,0.2239,1,3,4
7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14
,0,0,0,1,0.28,0.2727,incons,0.1642,7,30,37
9,0,0,0,1,-2.388,0.303,0.52,-9.925,35,43,78
10,0,13.8775,0,2,0.32,0.3485,0.45,0,55,incons,136
11,0,0,0,1,0.34,0.3485,11.9068,0.1045,92,incons,203
12,0,0,0,1,incons,0.3636,0.4,incons,120,108,-22.3228125
13,0,0,0,1,0.38,0.3939,0.34,0,88,115,203
14,0,0,0,1,0.4,0.4091,0.3,0,145,134,279
15,0,0,0,1,0.4,,0.32,0.0896,172,136,308
16,0,0,0,3.5,0.42,0.4242,0.32,0,92,132,224
17,0,incons,0,1,0.4,0.4091,0.35,0.2836,83,143,
20.375,incons,0,0,1,0.38,0.3939,,incons,,98,156
19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79
20,0,,0,1,0.36,incons,0.46,0.2836,18.26,46,37.3936875
21,0,0,0,2,0.34,0.3182,11.9068,0.2836,10,39,49
10.375,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38
23,0,0,0,3,0.34,0.303,0.61,0.3881,,11,24
